 xx就要多读书-,还掉色  我的滤镜撑不下去了  不！搞！丑！的！//@开光佛珠_ :成功教育大家一胖毁所有
一只萌y,对于自省以后得到的不满不应作为自暴自弃的理由，更应该不忘初心，坚定地走下去。“吾心信其可行，则移山填海之难，终有成功之日。” 把高三的话搬上来勉励自己，真的希望用三年前咬着牙撑下去的那股劲来实现自己的目标。 ?
一只脾气暴躁的小火龙,现在养成了一到下午四五点就困到灵魂出窍，不睡觉完全撑不下去的习惯？？？ ?
一只脾气暴躁的小火龙,现在养成了一到下午四五点就困到灵魂出窍，不睡觉完全撑不下去的习惯？？？ ?
一只小肥董_,求你减肥！！！//@苍南派:快乐工作快乐生活//@雨玲玲zjl:愿自己的努力不负自己的期望//@ali_thin:求你减肥//@Tiger公子:别再生病了
一直都要哈哈哈,我的柳暗花明什么时候才到，我快撑不下去了！！！ ?
一直都要哈哈哈,我的柳暗花明什么时候才到，我快撑不下去了！！！ ?
苡婕_,所有经历都是财富点到为止的主动恰到好处的距离适可而止的悲伤并不是一直提起过去就是回望过去停步不前而是那是我的人生我的经历我的一部分我最想去留住的那份时光有顾虑  注定过得不快乐删除键   确实是最幼稚的按钮真正洒脱的人生  拿的起放的下余生的我一定很幸福 ?
弋方_,嗨 我真的好快落//@刘码露 :这才只播了区区两天，下周一二三每天加播两集，我好累又好快乐。//@翛翛者何 :害！我刚去突击检查了下，截止23点30分，投稿日期为6月30日的陈情令视频有854个，陈总实红
易燃装置的咚巴拉,//@梨寒:六月真的是快乐和伤痛并行，我们失去小北迎来李必，在街舞的乱剪里秃头，在十二的争气里笑开花，希望七月请对崽崽好一些。晚安。
易烊烊的冰淇淋,//@梨涡的圆周率:之后不在优酷刷任何街舞这烂节目视频，不给予任何热度，要看千玺也只看cut，看看到时候贵节目还能不能这么高热度的做下去贵节目觉得您们所宠着的几位队长粉丝能给节目撑多久？?
易烊烊的冰淇淋,//@梨涡的圆周率:之后不在优酷刷任何街舞这烂节目视频，不给予任何热度，要看千玺也只看cut，看看到时候贵节目还能不能这么高热度的做下去贵节目觉得您们所宠着的几位队长粉丝能给节目撑多久？?
懿丫yi呀哟,大早上就被骂一通心态直接崩了呜呜呜工作使我抑郁可啥时候能顺心点儿呀还没正式入职就要撑不下去了 2杭州 ?
懿丫yi呀哟,大早上就被骂一通心态直接崩了呜呜呜工作使我抑郁可啥时候能顺心点儿呀还没正式入职就要撑不下去了 2杭州 ?
银鱼儿煎蛋,要加倍努力！！！！//@回忆专用小马甲:想要快乐? ? //@花泽美美:好好赚钱！别想有的没的? //@M大王叫我来巡山:想要的都拥有，得不到的都释怀//@苍南派:快乐工作快乐生活//@雨玲玲zjl:愿自己的努力不负自己的期望//@ali_thin:求你减肥//@Tiger公子:别再生病了
颖颖会飞,我承认我过得一点也不好很多时候真的都要熬不下去 快要崩溃了我不知道哪儿有这么多压力改变的失去的都太多了好多事情真的接受不了 但我也无力抗拒只能哭完了再爬起来老老实实继续走下去这辈子从来就没坚强过大小坎都是死撑过去 ?
颖颖会飞,我承认我过得一点也不好很多时候真的都要熬不下去 快要崩溃了我不知道哪儿有这么多压力改变的失去的都太多了好多事情真的接受不了 但我也无力抗拒只能哭完了再爬起来老老实实继续走下去这辈子从来就没坚强过大小坎都是死撑过去 ?
硬性娘子996,我撑不下去了你还不快来接我回家吗 ?
永湖南北,#李泰容0701生日快乐#  先? 我还在备考，考完了再一点一点看
用户1401677482,世界上最快乐的事，莫过于为梦想而奋斗。——苏格拉底 ?
用户1404799263,"钱很重要，可以帮我们完成很多人生的梦想。但是人生真正的快乐有时和钱并没有太多的关系。我希望每个人都能快乐的赚钱,潇洒的花钱。但是觉不能做钱的奴隶。 ?"
用户5508185737,心情超级差，为什么别人可以轻易做到的事？我却努力了2年都不行，身体每况愈下，生病才知道健康对于自己多么重要。宝贝，你该来找我了，我真的好累……快撑不下去了 2成都 ?
用户5508185737,心情超级差，为什么别人可以轻易做到的事？我却努力了2年都不行，身体每况愈下，生病才知道健康对于自己多么重要。宝贝，你该来找我了，我真的好累……快撑不下去了 2成都 ?
用户5527183723,祝奥特之母和泰罗·奥特曼生日快乐?? ?
用户5615984248,希望无论平庸平淡快乐痛苦都能有爱的人可依靠拥抱，而不仅仅是矫情奢望。足球。分享单曲多想在平庸的生活拥抱你（////网易云音乐） ?
用户57o201282324,小南生日快乐
用户5a6igx467j,鹿晗#鹿晗0420生日快乐##鹿晗上海堡垒#早安，鹿饭【早安打卡】————————每日签到————————★鹿晗超级话题签到： O鹿晗吧_百度贴吧（请手动签到，切勿一键签到）————————每日投票————————...全文： O网页链接 ?
用户6138612143,【望穿秋色凝波】事情发生在2018年的十月份，浙大博士失踪，只留下了一份遗书，四天后在钱塘江打捞出来了他的 浙大博士跳江自杀：孩子，撑不下去的时候，看看这几张图吧！ O网页链接 ?
用户6138612143,【望穿秋色凝波】事情发生在2018年的十月份，浙大博士失踪，只留下了一份遗书，四天后在钱塘江打捞出来了他的 浙大博士跳江自杀：孩子，撑不下去的时候，看看这几张图吧！ O网页链接 ?
用户6170208265,//////中国失踪人口档案库官网:回复////平安随州:儿子，快回家吧，妈妈撑不下去了！你爸前几天出车祸了，非常严重，经过紧急救治刚刚脱离危险期。哀怨。查看图片 //////平安随州:#随警提示# 请扩散！ ?
用户6170208265,//////中国失踪人口档案库官网:回复////平安随州:儿子，快回家吧，妈妈撑不下去了！你爸前几天出车祸了，非常严重，经过紧急救治刚刚脱离危险期。哀怨。查看图片 //////平安随州:#随警提示# 请扩散！ ?
用户6417399873,#何洛洛绝不洛地成何# #何洛洛 实力门面# 何洛洛爸爸节日快乐 你的宝贝儿子给你做蛋饼咯尝尝吗@R1SE-何洛洛
用户6420794537,#硬核大爷坐地铁自带logo#一路风景瑜你同行#黄景瑜1130生日快乐#鲸鱼你是不是忘记你的粉丝团老婆们 ?
用户6493362933,现在的男的啊 是什么都不能信 嘴上说着爱你 甚至天天秀恩爱的也不能信 我也不想谈恋爱了 我有很多想做的事 想做就做 不考虑钱不考虑别的 太多了 我要快乐 没男朋友怎么了 我不喜欢为什么要凑合 ?
用户6540427359,@厦门日报  @厦门本地新闻  @厦门网  @厦门小鱼网  农民工不易，打工只为那一点点微薄的收入，老板耍赖工资不愿发放，我们十几个人，做厨房的，集体起诉，集体申请强行执行，可去年到现在一点消息都没有，之前我们整日整日的往法院跑，没用，累了，那么些钱，我们确实撑不下去了，生活压力太大。恳求， ?  展开全文c
用户6540427359,@厦门日报  @厦门本地新闻  @厦门网  @厦门小鱼网  农民工不易，打工只为那一点点微薄的收入，老板耍赖工资不愿发放，我们十几个人，做厨房的，集体起诉，集体申请强行执行，可去年到现在一点消息都没有，之前我们整日整日的往法院跑，没用，累了，那么些钱，我们确实撑不下去了，生活压力太大。恳求， ?  展开全文c
用户6713632229,7.1了，我说过不会再生气，如果我的情绪都要再跟着你走，我觉得我撑不下去了。不再生气的前提是我不能再想着你。最后，容许我再任性一次，你升职的酒我是不会参与了，我怕我看见你又跟某些人喝交杯酒，我会难受…… ?
用户6713632229,7.1了，我说过不会再生气，如果我的情绪都要再跟着你走，我觉得我撑不下去了。不再生气的前提是我不能再想着你。最后，容许我再任性一次，你升职的酒我是不会参与了，我怕我看见你又跟某些人喝交杯酒，我会难受…… ?
用户6755594242,电影里说，“你我之间本无缘分，全靠我死撑，我明白的。” 以前觉得这话直抵泪点，现在却觉得，说白了，爱一个人真的就是自己一个人的事儿，得拿出过日子一样的态度。只要还想继续，就大不了哭一场，硬着头皮爱下去。世间什么缘分不缘分，都是撑来的。 ???
用户6767380645,#我才不是没用的垃圾# 「我……我真的撑不下去了。」她啜泣着把脸埋进了双手，我拍着她的肩膀鼓励她：「你一定要撑下去啊！难道你忘了开始时我俩一起许下的誓言了么？这可是300一个人的自助餐啊！」 ?
用户6767380645,#我才不是没用的垃圾# 「我……我真的撑不下去了。」她啜泣着把脸埋进了双手，我拍着她的肩膀鼓励她：「你一定要撑下去啊！难道你忘了开始时我俩一起许下的誓言了么？这可是300一个人的自助餐啊！」 ?
用户6841422840,她因为被诊断出患了癌症，到医院天台上要自杀。他一直劝着她。她哭着对他说:医生都说康复的几率微乎其微了，我不想将来病重的时候受苦，我没有亲人，我撑不下去。“你还有我呢！我爱你，我就不会放弃你！” ?
用户6846078303,他约她吃甜品看电影，可是，始终不敢有进一步的动作，连好几次碰到她的手都没有牵。天下着小雨，他们各自撑着伞在散步，她想，这个笨蛋怎么那么不主动？于是在路过小桥时，她折起自己的伞扔到河水里。他愣住了。她笑着说：你就这样让我一个人淋雨啊?他恍然大悟，咻一声也把自己的伞扔下去了…… ?
用户6846078303,他约她吃甜品看电影，可是，始终不敢有进一步的动作，连好几次碰到她的手都没有牵。天下着小雨，他们各自撑着伞在散步，她想，这个笨蛋怎么那么不主动？于是在路过小桥时，她折起自己的伞扔到河水里。他愣住了。她笑着说：你就这样让我一个人淋雨啊?他恍然大悟，咻一声也把自己的伞扔下去了…… ?
用户6847326430,她因为被诊断出患了癌症，到医院天台上要自杀。他一直劝着她。她哭着对他说:医生都说康复的几率微乎其微了，我不想将来病重的时候受苦，我没有亲人，我撑不下去。“你还有我呢！我爱你，我就不会放弃你！” ?
用户6847326430,她因为被诊断出患了癌症，到医院天台上要自杀。他一直劝着她。她哭着对他说:医生都说康复的几率微乎其微了，我不想将来病重的时候受苦，我没有亲人，我撑不下去。“你还有我呢！我爱你，我就不会放弃你！” ?
用户6847670267,「我……我真的撑不下去了。」她啜泣着把脸埋进了双手，我拍着她的肩膀鼓励她：「你一定要撑下去啊！难道你忘了开始时我俩一起许下的誓言了么？这可是300一个人的自助餐啊！」 ?
用户6847857933,-人生就是觉得自己撑不下去的时候死皮赖脸挺一阵子好像又能继续了 ?
用户6847857933,-人生就是觉得自己撑不下去的时候死皮赖脸挺一阵子好像又能继续了 ?
用户6847936819,她因为被诊断出患了癌症，到医院天台上要自杀。他一直劝着她。她哭着对他说:医生都说康复的几率微乎其微了，我不想将来病重的时候受苦，我没有亲人，我撑不下去。“你还有我呢！我爱你，我就不会放弃你！” ?
用户6851256873,他约她吃甜品看电影，可是，始终不敢有进一步的动作，连好几次碰到她的手都没有牵。天下着小雨，他们各自撑着伞在散步，她想，这个笨蛋怎么那么不主动？于是在路过小桥时，她折起自己的伞扔到河水里。他愣住了。她笑着说：你就这样让我一个人淋雨啊?他恍然大悟，咻一声也把自己的伞扔下去了…… ?
